AlgaeBloomReportID,RegionalBoardID,CountyID,Latitude,Longitude,ObservationDate,HasPostedSigns,HasContactWithWater,WaterBodyType,WaterBodyName,WaterBodyManager,RecLandManager,IsIncidentResoloved,IncidentInformation,TypeofSign,OfficialWaterBodyName,BloomLastVerifiedOn,BloomDeterminedBy,ApprovedforPost,TypeofSign_new,days_ago_label
1814,6,18,40.49573,-121.1745,2018-07-11,No,No,Lake,Rim Rock Lake,NA,"US Forest Service, Lassen National Forest, Eagle Lake Ranger District",No,"UPDATE 8/2/18: Laboratory results received for samples collected on 07/23/2018 confirmed a low level detection of Cylindrospermopsin (0.70 ug/L) in the sample collected from the NE shore. No other cyanotoxins were detected. The cylindrospermopsin level (0.70 ug/L) was below the trigger level of 1.0 ug/L recommended for a Caution Posting. Regional Board recommended posting a Caution sign based on secondary triggers (site observations). Regional Board staff recommended USFS continue to make visual observations at Rim Rock, and if the nature or abundance of the bloom changes/increases, additional sampling may be recommended.  On 7/23/18 Forest Service staff collected water samples for algal toxin testing. Local ranger district reported surface discoloration consistent with potential cyanobacteria bloom.",caution - recommended,Rim Rock Lake,2018-08-02,observation,TRUE,Historical,>90 days
1815,5,4,39.5337805,-121.37778,2018-07-06,No,No,Lake/River,Lake Oroville - South Fork,DWR,NA,Yes,"09/07/2018: Recreational monitoring for cyanobacteria at Lake Oroville has ceased for this recreational season.  For more information, contact DWR Public Affairs Officer, Maggie Macias (916) 653-8743.08/17/2018: South Fork bloom has subsided. Abraxis test results non-detect. No further testing. For more information, contact DWR Public Affairs Officer, Maggie Macias (916) 653-8743.07/23/2018: South Fork bloom still present from east of Enterprise Bridge to where the South Fork of the Feather River flows into the lake. Minor green streaks and tiny particles visible. DWR tested the water using the Abraxis field test. Result was non-detect. Another check will be performed on 07/30/2018.07/16/2018: Department of Water Resources staff observed a bloom in the south fork of Lake Oroville on July 6.  An Abraxis microcystin test strip analysis on 07/06, 07/10, and 07/16 were all negative.  A water sample collected on 07/10 was analyzed by GreenWater lab and no toxin was detected. Bloom levels of Dolichospermum sp.  Were observed along with amounts of Aphanizomenon flos-aquae/klebahnii. For more information contact, DWR Public Affairs Officer, Maggie Macias (916) 653-8743.",none,Lake Oroville - South Fork,2018-08-13,Observation,TRUE,Historical,>90 days
1816,5,39,37.8223312,-121.31772,2018-07-17,No,No,River,San Joaquin River above Dos Reis,NA,NA,Yes,10/09/2018: DWR field staff did not observe any cyanobacteria flakes in the water.07/17/2018: DWR field staff observed clumps of neon green flakes (most likley Microcystis) in the river.,none,San Joaquin River above Dos Reis,2018-10-09,Observation,TRUE,Historical,>90 days
1817,5,39,37.807486,-121.33141,2018-07-17,No,No,river,Old River at Head of Old River,NA,NA,Yes,10/09/2018: DWR field staff did not observe any cyanobacteria flakes in river.07/17/2018: DWR field staff observed clumps of neon green flakes (most likely Microcystis) in river,none,Old River at Head of Old River,2018-10-09,Observation,TRUE,Historical,>90 days
1818,5,39,37.813683,-121.38335,2018-07-17,No,No,river,Old River near Doughty Cut,NA,NA,Yes,10/09/2018: DWR field staff observed very low widely scattered colonies of Microcystis flakes upstream and downstream in river at this site.07/17/2018: DWR field staff observed clumps of neon green flakes (most likley Microcystis) in the river.,none,Old River near Doughty Cut,2018-10-09,Observation,TRUE,Historical,>90 days
1819,5,39,37.82025,-121.4349,2018-07-17,No,No,canal,Grant Line Canal East of Temporary Barrier,NA,NA,Yes,10/09/2018: DWR field staff observed very low widely scattered colonies of Microcystis flakes in the river upstream and downstream at this location.07/17/2018: DWR field staff observed clumps of neon green flakes (most likley Microcystis) in the river.,none,Grant Line Canal East of Temporary Barrier,2018-10-09,Observations,TRUE,Historical,>90 days
1820,5,39,37.814621,-121.4251,2018-07-17,No,No,Cut/Canal,"Doughty Cut above Grant Line Canal, near Old River Confluence",NA,NA,Yes,07/17/2018: DWR field staff observed clumps of neon green flakes (most likely Microcystis) in river.,none,"Doughty Cut above Grant Line Canal, near Old River Confluence",2018-07-17,Observation,TRUE,Historical,>90 days
1821,5,39,37.82011,-121.4499,2018-07-17,No,No,Canal,Grant Line Canal at Tracy Blvd Bridge,NA,NA,Yes,07/17/2018 - DWR field staff observed clumps of neon green flakes (most likley Microcytis) in the water.,none,Grant Line Canal at Tracy Blvd Bridge,2018-07-17,Observation,TRUE,Historical,>90 days
1822,5,39,37.834001,-121.38572,2018-07-18,No,No,River,Middle River near upstream of West Undine Road,Delta Watermaster,NA,Yes,12/04/18: Bloom has subsided in Delta.07/18/18: Observational Reporting - CA Dept. Water Resources field staff observed medium colonies of Microcystis in area while performing maintenance on water quality stations.,none,Middle River near upstream of West Undine Road,2018-07-18,Observation,TRUE,Historical,>90 days
1826,5,39,38.0711,-121.5789,2018-07-24,No,No,River,Mokelumne River near San Joaquin River,NA,NA,Yes,"07/31/2018 - CA Dept Water Resources field staff providing visual observations of Microcystis sp. in the Sacramento-San Joaquin Delta.  Information being provided to San Joaquin County, Contra Costa County and Sacramento County for informational purposes.",none,Mokelumne River near San Joaquin River,2018-07-31,Observation,TRUE,Historical,>90 days
1827,6,18,40.5632,-120.83249,2018-07-25,No,Yes,Lake,Eagle Lake (south lake),TBD,Lassen National Forest Service,No,"UPDATE 8/31/2018: Sampling was conducted at various locations on 8/14 and 8/28. Visual indicators of bloom present including algal mats and scum. Caution signs posted.UPDATE 8/2/18: Sampling to verify the HAB has been put on hold due to recent wildfire activity in the Lassen National Forest within the Eagle Lake area that precludes access the lakeshore for sampling. Sampling will be conducted once the wildfire is controlled and access is allowed, and if site indicators are still visible.",none,Eagle Lake (south lake),2018-08-28,Observation,TRUE,Historical,>90 days
1831,2,7,38.039166,-121.88628,2018-07-24,Yes,No,River,Delta inside of New York Point,City of Pittsburg,City of Pittsburg,No,"On July 24, 2018, microcystin was detected at very high level of 3,500 ug/L in water adjacent to Pittsburgh Yacht Club. Danger sign posted.",danger,Delta (inside of New York Point),2018-07-24,Analytical Test,TRUE,Historical,>90 days
1832,1,47,41.93477,-122.43504,2018-07-18,Yes,No,reservoir,Iron Gate Reservoir at Log Boom,NA,NA,No,In the Klamath Basin cyanobacteria blooms typically occur between June and October when temperatures rise and water conditions are favorable for growth. When testing indicates that river conditions exceed public healthrecomendations for cyanotoxins the area is posted with a health advisory sign.For more information related to current posting levels visit the Klamath Basin Monitoring Program webpage at http://kbmp.net/bga.,NA,Iron Gate Reservoir at Log Boom,NA,NA,TRUE,Historical,>90 days
1833,5,34,38.472349,-121.50661,2018-07-24,No,No,River,Sacramento River near Freeport,NA,Sacramento County,Yes,08/07/2018 - NO BLOOM OCCURING.  All toxin test results non-detect. Report considered closed. Central Valley Water Board SWAMP staff collected a raw water sample near Freeport Intake and the Sacramento Intake Facility in the Sacramento River.  Samples sent to lab for analysis.  All tests were non-detect for  toxins. Sac County Water Agency reconfirmation test was non-detect.08/01/2018 - Sacramento County Water Agency reported very low detection of anatoxin-a during raw monitoring near the intake.  Will take another sample for reconfirmation.,none,Sacramento River near Freeport Intake,2018-08-02,Analytical,TRUE,Historical,>90 days
1834,9,37,32.774372,-117.13507,2018-07-24,No,No,river,San Diego River west of 805,City of San Diego,NA,No,benthic algal blooms (most likely green algae) and moderate planktonic bloom (may be cyanobacterial); floating macrophytes obscure view to some degree,warning,"San Diego River mainstem, just W. of I-805",2018-08-03,observation,TRUE,Historical,>90 days
1835,5,39,38.037781,-121.49557,2018-08-02,No,Yes,River,San Joaquin River at Tinsley Island,Delta Water Master,St. Francis Yacht Club,Yes,08/31/2018: Monitoring results indicate non-detect for microcystin. No advisory recommended. 08/02/2018 CalEPA Complaint received concerning cyanobacteria in the Stockton Deep Water Ship Channel portion of the San Joaquin River near Tinsley Island and Ward Island.  Central Valley staff are following up on complaint.,none,San Joaquin River at Tinsley Island,2018-08-22,Observation,TRUE,Historical,>90 days
1838,8,13,34.164835,-116.88321,2018-08-07,No,Yes,Lake,"Jenks Lake, near YMCA Camp Round Meadow",TBD,US Forest Service,No,On 8/7/18 received report regarding algal bloom observation and potential human illness after recreating at Jenks Lake on 7/30/18. Water Boards coordinating investigation to determine water conditions in July and current conditions.,none,"Jenks Lake, near YMCA Camp Round Meadow",2018-08-07,Observation,TRUE,Historical,>90 days
1839,1,12,41.232211,-124.08481,2018-07-12,Yes,Yes,Lagoon,Stone Lagoon,NA,NA,No,"UPDATE 8/31/2018: Elevated levels of microcystin detected at North Park area of Stone Lagoon. Danger signs posted. Low levels of microcystin and anatoxin-a detected at Boat Ramp. Stone Lagoon, South of Campground: in addition to low level detections of anatoxin-a, analytical results from samples collected on July 12, 2018 indicate elevated microcystin/nodularin concentrations at 22.0 ppb which exceed the DANGER Tier 2 threshold of 20 ug/L. Humboldt County Health Department posted the entire waterbody at the DANGER level in accordance with statewide guidance.",danger,Stone Lagoon - South of Campground Beach,2018-08-21,test,TRUE,Historical,>90 days
1841,9,37,32.785245,-117.10416,2018-08-07,No,No,Pond,Grantville Ponds on the San Diego River,TBD,TBD,No,"On 8/7/18, local river steward reported observation of algal bloom in Grantville Ponds on the San Diego River. The bloom was along the western shore of most of these ponds, and was in the stream underneath Friars Road bridge. This area has none to low water recreation. The Regional Water Board is coordinating an onsite investigation.",none,Grantville Ponds on the San Diego River,2018-08-07,Observation,TRUE,Historical,>90 days
1842,8,33,33.815097,-116.9649,2018-07-31,No,No,Lake,Lake at Country Lake MHC,TBD,Country Lake Mobile Home Community,No,"On 8/8/18 Riverside County Env. Health Dept. reported observation of algal bloom at Country Lake, near 21100 State Street San Jacinto. Photos of the site confirm presence of an algal bloom but unable to determine if it is a potentially toxic cyanobacteria bloom. Regional Water Board coordinating field investigation.",none,"Country Lake, near 21100 State Street San Jacinto",2018-07-31,Observation,TRUE,Historical,>90 days
1843,5,34,38.565389,-121.55344,2018-08-08,No,Yes,Ship Channel,port of sacramento,Port of West Sacramento,Port of West Sacramento,Yes,"UPDATE 08-23-2018: Regional Board staff collected samples from Port area.  Small bloom was visible at surface.  No toxin testing was performed.  Bloom was mostly composed of Dolichospermum sp., Microcystis sp. and other filamentous cyanobacteria.  Information on HABs was provided to citizen to share with other rowing boat club members. 08-08-2018: Citizen reported a cyanobacteria bloom in the basin and channel near the Port of West Sacramento.  Green flakes and streaks from the bloom were visible in the water.",none,Port of West Sacramento near Washington Lake entrance,2018-08-23,Observation,TRUE,Historical,>90 days
1844,6,14,36.561775,-118.05496,2018-08-13,Yes,Yes,NA,"Diaz Lake, Lone Pine, CA",NA,Inyo County Parks and Rec Department,No,"Update: On 8/20/18 water samples were collected for cyanotoxin analysis from the camping area and boat launch. Water testing resulted in non-detect cyanotoxins. Due to the patchy dense surface bloom, caution advisory postings remain posted. On 8/14/18 Inyo County Env. Health reported floating algal mats and scum present at lake access sites. About a week prior, Inyo Parks and Rec Dept. posted caution advisory signs as a precautionary measure due to algal mats and scum observations.",caution,Diaz Lake,2018-08-20,"Observation, Analytical",TRUE,Historical,>90 days
1845,4,29,34.320155,-117.84624,2018-08-09,No,Yes,Lake,Crystal Lake,NA,"US Forest Service, Angeles National Forest",No,On 8/23/18 Regional Water Board staff conducted site investigation and confirmed presence of filamentous green algae and low potential of cyanobacteria. The area is posted for no swimming year round. No further recommendations.  On 8/9/2018 hikers reported observation of lake-wide algal bloom.,none,Crystal Lake,2018-08-09,observation,TRUE,Historical,>90 days
1846,2,41,37.475353,-122.44782,2018-06-06,No,Yes,Creek,"Half moon bay, ca",San Mateo CountyState Parks,San Mateo CountyState Parks,No,November 2018 - bloom resolved and signage removed,none,Pilarcitos Creek (before Pacific Ocean),2018-10-22,Observation,TRUE,Historical,>90 days
1847,2,1,37.6684618,-121.84425,2018-08-20,Yes,No,Artificial ponds,Shadow Cliffs Arroyo,East Bay Regional Parks,East Bay Regional Parks,Yes,"Bloom resolved and signs removed on October 25, 2018.",none,Shadow Cliffs Arroyo,2018-10-23,Observation,TRUE,Historical,>90 days
1849,3,40,35.265951,-120.68737,2018-08-20,Yes,No,NA,Laguna Lake,NA,City of San Luis Obispo,No,"On 8/20/18, Regional Water Board staff collected water samples for cyanobacteria toxin testing. Cyanobacteria HAB confirmed with visible surface scum. Water testing detected low levels of cyanobacteria toxins. Posting of Caution level signs recommended.",caution,Laguna Lake,2018-08-20,"Observation, Analytical",TRUE,Historical,>90 days
1850,3,40,35.760838,-120.90165,2018-08-20,No,Yes,NA,Lake Nacimiento,NA,Monterey County Parks,No,"On 8/20/18, Regional Water Board staff collected water samples for cyanobacteria toxin testing near the marina day use area and boat launch. Surface cyanobacteria bloom was visible. Water testing detected low levels of cyanobacteria toxins. Posting of Caution level signs recommended.",caution,Lake Nacimiento,2018-08-20,"Observation, Analytical",TRUE,Historical,>90 days
1851,8,13,33.667369,-117.33735,2018-08-22,No,No,Lake,Lake Elsinore,City of Elsinore,NA,No,Elevated levels of microcystin at 428.4 ug/L detected in water sample collected at Elmgrove Beach. Danger signs posted. Avoid all contact with water. Lakewide bloom with significantly elevated levels of microcystin at all 5 sample locations.,danger,"Lake Elsinore, Elmgrove Beach",2018-09-17,Analytical,TRUE,Historical,>90 days
1852,8,13,33.642055,-117.34366,2018-08-22,Yes,No,Lake,Lake Elsinore,Lake Elsinore,NA,No,"Significantly elevated levels of microcystin at 1,551.9 ug/L detected in algal scum sample collected at Perret Park at Lake Elsinore. This result is 78x the DANGER level advisory of 20 ug/L. Avoid all contact with water. Lakewide bloom with significantly elevated levels of microcystin at all 5 sample locations.",danger,"Lake Elsinore, Perret Park",2018-09-17,Analytical,TRUE,Historical,>90 days
1853,8,33,33.672348,-117.36939,2018-08-22,Yes,No,Lake,"Lake Elsinore, La Laguna Boat Dock",City of Elsinore,NA,No,"Significantly elevated levels of microcystin at 32,414 ug/L microcystin detected in algal scum sample collected at La Laguna boat dock. Elevated levels of microcystin at 154.4 ug/L detected in water sample collected at La Laguna boat dock. These results exceed the DANGER advisory level for microcystin  of 20 ug/L by 1600x (scum) and 8x (surface water). Avoid all  contact with water. Lakewide bloom with significantly elevated levels of microcystin at all 5 sample locations.",danger,"Lake Elsinore, La Laguna Boat Dock",2018-09-17,Analytical,TRUE,Historical,>90 days
1854,8,33,33.660365,-117.35059,2018-08-22,Yes,No,Lake,"Lake Elsinore, open water",City of Elsinore,NA,No,"Elevated levels of microcystin detected in open water sample collected August 22, 2018. Microcystin results = 51.1 ug/L. Danger signs posted. Avoid water contact recreation.  Lakewide bloom with significantly elevated levels of microcystin at all 5 sample locations.",danger,"Lake Elsinore, open water",2018-09-17,Analytical,TRUE,Historical,>90 days
1855,8,33,33.671406,-117.3705,2018-08-22,Yes,No,Lake,"Lake Elsinore, La Laguna beach",City of Elsinore,NA,No,Elevated levels microcystin of 448.4 ug/L detected in surface water sample collected at La Laguna Beach. Danger signs posted. Avoid all contact with water. Lakewide bloom with significantly elevated levels of microcystin at all 5 sample locations.,danger,"Lake Elsinore, La Laguna Beach",2018-09-17,Analytical,TRUE,Historical,>90 days
1856,5,15,35.223538,-119.26226,2018-08-24,No,Yes,NA,Lake Webb,KERN COUNTY,NA,Yes,"12/04/18: Kern County staff visited site to assess site conditions and collect water samples for jar testing. Jar test results negative. No advisory recommended.On 8/24/18 Kern County Environmental Health sampled the lake at two swim areas. Cyanobacteria HAB confirmed with visible surface scum. Water testing detected low levels of cyanobacteria toxins. Posting of Caution level signs recommended lake wide. For more information, contact the Kern County Environmental Health Department at (661) 321-3000.",none,Lake Webb (Buena Vista),2018-11-27,"observation, analytical",TRUE,Historical,>90 days
1857,9,37,32.934288,-117.1772,2018-09-03,No,Yes,NA,Retention Basin near Penasquitos Creek Falls,NA,NA,Yes,It turned out to be a layer of Lemna (duckweed) covering almost the entire surface of the pond. No cyanobacterial mats were observed. Poor light penetration due to duckweed probably precludes the development of a HAB at this time.,NA,NA,NA,NA,TRUE,Historical,>90 days
1858,6,2,38.701055,-119.97119000000001,2018-09-02,Yes,No,NA,Red Lake,"CA Dept. of Fish and Wildlife, North Central Region","CA Dept. of Fish and Wildlife, North Central Region",No,"UPDATE: CA Dept. of Fish and Wildlife posted danger advisory signs lakewide. The water analysis confirmed presence of cyanotoxins exceeding danger levels. Lake management staff will conduct visual monitoring of the surface bloom next month. On 9/6/18, Regional Water Board staff observed dense surface cyanobacteria bloom and scum near shoreline of lake in multiple locations. Samples were collected for water analysis.",danger,Red Lake,2018-09-12,Analytical,TRUE,Historical,>90 days
1859,7,59,33.50421,-115.91756,2018-08-30,No,No,Inland Lake,Salton Sea North Shore Beach,JPA,na,No,none observed,caution signs posted,Salton Sea at State Rec Area,2018-08-30,yes,TRUE,Historical,>90 days
1860,7,59,33.34531,-115.73031,2018-08-30,No,No,Inland Lake,"Salton Sea at Bombay Beach, terminus of avenue E",JPA,na,No,none observed,none,Salton Sea at Bombay Beach,2018-08-30,yes,TRUE,Historical,>90 days
1861,7,59,33.174609,-115.64103,2018-08-30,Yes,No,Inland Lake,Salton Sea Obsidian Butte Boat Launch,JPA,na,No,none observed,none,Salton Sea at Obsidain Butte,2018-08-30,yes,TRUE,Historical,>90 days
1862,7,59,33.328826,-115.921406,2018-08-30,No,No,Inland Lake,"Salton Sea at West Shores, terminus of Seaport Ave",JPA,na,No,none observed,none,Salton Sea at West Shores,2018-08-30,yes,TRUE,Historical,>90 days
1863,7,59,30.23822,-115.01961,2018-08-30,No,No,Harbor channel,Salton Sea Desert Shores Harbor at Alcapulco Ln,JPA,na,No,none observed,caution,Salton Sea Desert Shores Harbor at Alcapulco Ln,2018-08-30,yes,TRUE,Historical,>90 days
1865,5,31,38.727515,-121.20893,2018-07-01,No,Yes,NA,Swan Lake,Treelake Village Master Association,NA,Yes,10/24/2018: Bloom has subsided.Report of confirmed cyanobacteria bloom in Swan Lake submitted. Lab testing of one water detected low levels of microcystins. Some residents near the lake have reported illnesses and these are under investigation. Posting of caution signs are recommended. For more info contact HAB Hotline: Email: CyanoHAB.Reports@waterboards.ca.gov; Phone: 1-844-729-6466 (toll free).,none,Swan Lake,2018-09-17,observation,TRUE,Historical,>90 days
1866,5,45,40.653194,-122.59911,2018-09-17,Yes,No,Lake,Grizzly Gulch arm of Whiskeytown Lake,USBR,State National Park Service,Yes,"10/25/2018 Update: Visual observations taken on October 24 confirm that the bloom has subsided.  Water clarity is 2 feet deep at the site.  All users should remain out of the area due to the Carr Fire until the area reopens next year.  The public can contact the Whiskeytown National Recreation Area for more information.10/15/2018: Water samples were collected on 09/19/18. Lab results found low concentration of Microcystin 0.95 ug/L in surface water sample (Caution level), and higher concentration  in the scum sample (27.45 ug/L), which is at the Danger Level. This area of Grizzly Gulch pond is closed to the public for the winter but advisory signs warning visitors of the bloom and to stay out of the water were still placed at the site. 09/18/2018: Central Valley Water Board staff identified a cyanobacteria bloom occuring in the Grizzly Gulch arm of Whiskeytown Lake.  Water sample revealed presence of Dolichospermum sp. Water discoloration and scum visually evident.  A Caution advisory is recommended based on site conditions.",none,Grizzly Gulch arm of Whiskeytown Lake,2018-10-24,Observation,TRUE,Historical,>90 days
1868,6,2,38.6051594,-119.86722,2018-09-17,No,No,NA,Wet Meadows Reservoir,"USFS - Humboldt Toiyabe Nat'l Forest, Carson Ranger District.",NA,No,On 8/20/18 report submitted. Cyanobacteria bloom confirmed around the lake with visible surface accumulation on shorelines. This lake has limited road access and will not be further investigated. Recommendations include posting of caution signs.For more info contact HAB Hotline: Email: CyanoHAB.Reports@waterboards.ca.gov; Phone: 1-844-729-6466 (toll free).,caution,Wet Meadows Reservoir,2018-08-20,"Observation, Analytical",TRUE,Historical,>90 days
1869,8,33,33.670704,-117.37273,2018-09-17,No,Yes,NA,Lake Elsinore,City of Elsinore,City of Elsinore,No,"On 9/20/18, animal hospital submitted report regarding dog death suspected of algal toxin poisoning. The symptoms presented as severe liver failure within 1 day of exposure at the lake beach. Investigation has begun to determine likely cause of dog death. Due to the ongoing HAB at the lake with scum present near shoreline, algal toxin poisoning is suspected and recommend posting of advisory signs until investigation is completed. For more info contact HAB Hotline: Email: CyanoHAB.Reports@waterboards.ca.gov; Phone: 1-844-729-6466 (toll free).",danger,"Lake Elsinore, near Coyote Cove Campground/La Laguna",2018-09-20,Observation,TRUE,Historical,>90 days
1872,2,1,37.896029,-122.25034,2018-09-25,Yes,No,Lake,Lake Anza,East Bay Regional Park District,East Bay Regional Park District,No,"Bloom resolved and signs removed on December 6, 2018.  See: East Bay Parks updates  www.ebparks.org/activities/features/blue_green_algae_updates.htm",none,Lake Anza,2018-11-28,Observation and Test,TRUE,Historical,>90 days
1874,5,7,38.019659,-121.75098,2018-10-02,No,No,Estuary and River,Antioch/Oakley Regional Shoreline,NA,East Bay Regional Park,Yes,"12/04/18: Bloom Subsided. No advisory.10/05/2018: East Bay Regional Park staff identified some green cyanobacteria flakes (most likely Microcystis) at the kayak launch area on October 02, 2018.  A water sample was tested for Microcystin, using the Abraxis field strip test kit. Result was non-detect.  Public should avoid water contact with the flakes. Contact Hal MacLean, East Bay Regional Park District Water Management Supervisor at (510) 544-2328 for more information.",none,Antioch/Oakley Regional Shoreline,2018-10-02,Analytical,TRUE,Historical,>90 days
1878,7,59,33.401232,-116.03353,2018-10-02,Yes,No,Harbor that is now cut off from sea,Salton Sea Desert Shores (HARBOR),JPA,na,No,Entire harbor channel was deep red in color,caution,"Desert Shores Harbor, Salton Sea",2018-10-02,yes,TRUE,Historical,>90 days
1879,5,20,37.247,-119.518,2018-07-02,No,Yes,man made lake,"Manzanita Lake, Madera County",PG&E,PG&E,Yes,11/08/2018 - HAB Illness Team Investigating. Madera County Public Health received report (in July) from a mother who reported her child developed rashes all over her body after swimming in Manzanita Lake on July 02.  Mother took child to physician and physician indicated rashes were due to water contact.  Madera County posted Caution advisory signs as a precaution.  This information was not reported to the Water Boards or PG&E during the event.  Water Boards were notified of this situation in November 2018.  Caution signs were removed by PG&E in November after notification since HAB issue no longer active.,none,Manzanita Lake,2018-07-02,Observation,TRUE,Historical,>90 days
1881,3,40,35.068874,-120.5746,2018-12-19,No,No,NA,"Cypress Ridge Golf Course, Arroyo Grande, CA",NA,Cypress Ridge Golf Course and community,No,12/19/18: Regional Water Board staff confirmed lake wide bloom consisting of both filamentous green algae and  suspended blue green algae. Bloom was concentrated along shore and in shallow areas. Caution is recommended.,cuation recommended,"Lake on Cypress Ridge Golf Course, Arroyo Grande, CA",2018-12-19,"Observation, Analytical",TRUE,Historical,>90 days
1884,8,33,33.659915,-117.3511,2018-12-27,No,No,"Rec-1, Rec-2",Lake Elsinore,City of Lake ElsinoreCity Manager DepartmentNicole Daileyndailey@lake-elsinore.org,NA,No,"Updated 1/7/19: Observations of dead fish (including some catfish and bass) are still occurring. Cyanotoxins measured from lake samples collected on 12/20/18 were detected above the Danger level (avoid water contact) for microcystins at Elm Grove Beach, Elsinore West Marina, and La Laguna Boat Ramp and above Warning level (no swimming) at the Mid-lake location. Anatoxin-a, cylindrospermopsin, and saxitoxin were not detected in any of the lake samples.12/27/18: CA Dept of Fish and Wildlife have been alerted to a fish die off (Shad and Carp) at Lake Elsinore with what appears like a bloom event. The City of Lake Elsinore and CDFW are responding to this event. The cause of fish die off is under investigation.",unknown,Lake Elsinore,2018-01-07,"Observation, Analytical",TRUE,Historical,>90 days
1885,2,1,37.726948,-122.11221,2019-01-04,Yes,No,Lake,Lake Chabot (Alameda Co),East Bay Regional Park District,East Bay Regional Park District,No,CAUTION sign posted. Cyanobacteria are visible in Lake Chabot. Cyanobacteria bloom continues from 2016. See Parks website for more current info: https://www.ebparks.org/about/stewardship/water/cyanobacteria_(blue_green_algae)_updates.htm,caution,Lake Chabot (Alameda Co),2019-11-05,Observation,TRUE,Historical,>90 days
1886,7,59,33.504051,-115.91738,2018-12-17,Yes,No,NA,Salton Sea North Shore Beach,Joint Powers Authority JPA,NA,No,1/1/4/19: water samples collected and lab results detected algae and cyanobacteria. Cyanotoxin concentration was below recommended advisory posting thresholds. Caution signs are posted in the area.,caution,"Salton Sea, North Shore Beach",2018-12-17,Both,TRUE,Historical,>90 days
1887,7,59,33.34531,-115.73031,2018-12-17,No,No,NA,Salton Sea Bombay Beach,Joint Powers Authority JPA,NA,No,"1/14/19: Water samples were collected and lab results detected high concentration of algae and moderate concentration of cyanobacteria. Due to presence of surface scum, caution sign posting recommended.",caution recommended,"Salton Sea, Bombay Beach",2018-12-17,Both,TRUE,Historical,>90 days
1888,5,20,37.12162,-119.88822,2019-01-07,Yes,No,Lake/Reservoir,Hensley Lake,US Army Corps Engineers,US Army Corps Engineers,Yes,"12/10/2019: No sampling has occurred at the lake. Satellite imagery indicates cyanobacteria index is low across the lake. Water users should exercise healthy habits when recreating, and follow all posted signs. Contact the Hensley Lake Park Manager for more information on site conditions (559) 673-5151.08/28/2019: Additional samples collected on August 19, 2019 found cyanobacteria present. Microcystin was detected in both samples at low concentrations (0.17 and 0.19 ug/L), which are below the Caution advisory levels of 0.8 ug/L.  Since people can be sensitive to the cyanobacteria cells and not just toxins, a Caution advisory is recommended and people should exercise healthy habits when recreating. Follow all posted signs and contact the Hensley Lake Park Manager for more information on site conditions (559) 673-5151.08/19/2019: Bloom Condition Update - Satellite imagery indicates cyanobacteria abundances are mainly concentrated in the upper northeastern side of the lake. Central Valley Water Board staff sampled on August 19, 2019 at two boat ramps on the east and west side of the lake. Results pending. Since people can be sensitive to the cyanobacteria cells and not just toxins, a Caution advisory is recommended and people should exercise healthy habits when recreating. Follow all posted signs and contact the Hensley Lake Park Manager for more information on site conditions (559) 673-5151.07/19/2019: Bloom Condition Update - Satellite imagery indicates cyanobacteria bloom is continuing at the lake in low to moderate abundance levels. Since people can be sensitive to the cyanobacteria cells and not just toxins, a Caution advisory is recommended and people should exercise healthy habits when recreating. Follow all posted signs and contact the Hensley Lake Park Manager for more information on site conditions (559) 673-5151.07/01/2019: Bloom Condition Update - Central Valley Water Board staff sampled on June 25, 2019 at two boat ramps on the east and west side of the lake. Both sites had low detections of microcystin. Satellite imagery is indicating a bloom is occuring lake-wide in low to moderate concentrations of cell abundance. Since people can be sensitive to the cyanobacteria cells and not just toxins, a Caution advisory is recommended and people should exercise healthy habits when recreating. Follow all posted signs and contact the Hensley Lake Park Manager for more information on site conditions (559) 673-5151.",blue-green algae watch advisory,Hensley Lake,2019-12-10,Neither (Satellite Observation),TRUE,Historical,>90 days
1889,7,59,33.1746,-115.64103,2018-12-17,Yes,No,NA,Salton Sea Obsidian Butte Boat Launch,Joint Powers Authority JPA,NA,No,"1/14/19: Water samples collected and lab results detected high number of diatoms and dinoflagellates, but no cyanobacteria. Cyanotoxins were also detected at levels lower than recommended advisory thresholds.",caution,"Salton Sea, Obsidian Butte Boat Launch",2018-12-17,Both,TRUE,Historical,>90 days
1890,7,59,33.328826,-115.9384,2018-12-17,No,No,NA,Salton Sea West Shores,Joint Powers Authority JPA,NA,No,1/14/19: Water samples collected and lab results detected high amount of diatoms (algae) and cyanotoxins below recommened advisory thresholds.,none,"Salton Sea, West Shores",2018-12-17,Both,TRUE,Historical,>90 days
1891,7,59,33.39771,-116.03741,2018-12-17,Yes,Yes,NA,Salton Sea Desert Shores Harbor,NA,NA,No,"1/14/19: Based on lab results of water samples collected, cautionary sign is posted at the waters edge of the harbor near Capri Lane.",caution,"Salton Sea, Desert Shores Harbor",2018-12-17,Both,TRUE,Historical,>90 days
